date      , code  , name    , close  , score, status      , risk_tags                               , ret10_fmt, ret20_fmt, ret60_fmt, ret20_rank_pct_fmt, ret60_rank_pct_fmt, ma20                 , ma60, ma120, ma20_slope_5_fmt, ma60_slope_10_fmt, amount_ma20   , amount_ratio_5_20  , up_down_amount_ratio20, dist_to_60d_high_fmt, is_20d_high, is_60d_high, max_dd20_fmt, turnover_ma5         , limit_up_count_5, basic_liquid, trend_basic, relative_strength, volume_ok, near_breakout, risk_ok, candidate
2026-06-18, 002380, 科远智慧,   38.48,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , 0.18%    , -18.73%  ,          , 9.71%             ,                   ,   40.142             ,     ,      ,                 ,                  ,   445747326.35, 0.6991007074606987 ,    0.7574241584890358 ,                     , False      , False      , -28.72%     , 0.05800051179998535  ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 000936, 华西股份,    5.67,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -10.00%  , -18.77%  ,          , 9.61%             ,                   ,    6.2405            ,     ,      ,                 ,                  ,   127362004.4 , 0.753176470894172  ,    0.8795067301887541 ,                     , False      , False      , -20.95%     , 0.018679852966450066 ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 002309, 中利集团,    3.06,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -11.82%  , -18.83%  ,          , 9.48%             ,                   ,    3.4219999999999997,     ,      ,                 ,                  ,   500055733.15, 0.7822642031036576 ,    0.5596000201594173 ,                     , False      , False      , -20.10%     , 0.050833158173943606 ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 002800, 天顺股份,   14.48,    12, 流动性不足  , 20日回撤过大、跌破MA20                  , -10.45%  , -18.88%  ,          , 9.34%             ,                   ,   16.119             ,     ,      ,                 ,                  ,    58336346.5 , 0.8750139263520729 ,    0.5393328976261121 ,                     , False      , False      , -20.38%     , 0.023577498829060847 ,              0.0, False       , False      , False            , False    , False        , False  , False
2026-06-18, 600855, 航天长峰,   14.79,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -1.99%   , -18.91%  ,          , 9.24%             ,                   ,   15.613500000000002 ,     ,      ,                 ,                  ,   186933445.45, 0.9446667736471661 ,    0.46948383132266447,                     , False      , False      , -21.01%     , 0.02518596794667539  ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 002375, 亚厦股份,    3.6 ,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -10.22%  , -18.92%  ,          , 9.21%             ,                   ,    4.0280000000000005,     ,      ,                 ,                  ,   100065182.6 , 0.6632723418425062 ,    0.5631688501870821 ,                     , False      , False      , -20.18%     , 0.013423181942984867 ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 600644, 乐山电力,    9.12,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -21.98%  , -18.93%  ,          , 9.18%             ,                   ,   10.822             ,     ,      ,                 ,                  ,   239514872.8 , 0.6296508974034785 ,    0.6561978204967228 ,                     , False      , False      , -22.71%     , 0.02682011042528301  ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 002857, 三晖电气,   17.2 ,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -11.34%  , -18.94%  ,          , 9.15%             ,                   ,   18.818             ,     ,      ,                 ,                  ,    97892138.2 , 0.81473328978731   ,    0.60066197511863   ,                     , False      , False      , -24.29%     , 0.03517698583390073  ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 002248, 华东数控,    9.86,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , 0.31%    , -18.98%  ,          , 9.05%             ,                   ,   10.253499999999999 ,     ,      ,                 ,                  ,   124739616.45, 0.8705474675202916 ,    0.7552948671522757 ,                     , False      , False      , -24.82%     , 0.03647832294185673  ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 603191, 望变电气,   17.61,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -4.14%   , -19.00%  ,          , 8.98%             ,                   ,   18.8885            ,     ,      ,                 ,                  ,   352316764.85, 0.6529232604015834 ,    0.5660272576636726 ,                     , False      , False      , -30.22%     , 0.04000201791319827  ,              1.0, True        , False      , False            , False    , False        , False  , False
